"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",58,"Personal Travel","Eco Plus",602,"3","4","3","4","1","5","5","5","5","3","5","3","5","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",48,"Business travel","Eco",1062,"2","2","2","3","3","2","3","3","3","4","3","1","4","3",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",15,"Personal Travel","Eco",2072,"4","5","4","3","4","4","4","4","3","4","3","4","4","4",4,14,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Business travel","Business",139,"5","5","5","4","5","5","5","5","5","4","4","5","4","5",0,0,"satisfied"
"Male","disloyal Customer",25,"Business travel","Business",937,"1","0","2","2","3","2","3","3","5","4","4","5","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",3386,"4","1","1","1","2","4","3","4","4","4","4","4","4","3",7,3,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco",125,"3","2","3","2","1","2","3","1","1","3","1","4","1","3",50,67,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Personal Travel","Eco Plus",453,"2","5","2","2","3","2","3","3","4","5","5","3","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",3719,"5","5","2","5","2","5","4","4","4","4","4","3","4","3",5,1,"satisfied"
"Female","Loyal Customer",59,"Business travel","Eco",650,"5","1","5","1","3","4","2","5","5","5","5","1","5","1",0,0,"satisfied"
"Female","Loyal Customer",58,"Business travel","Business",3406,"3","5","5","5","3","4","3","3","3","3","3","1","3","1",12,5,"neutral or dissatisfied"
"Male","Loyal Customer",80,"Business travel","Eco",447,"3","4","4","4","3","3","3","3","1","1","1","3","1","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",449,"1","4","2","2","3","3","4","1","1","1","1","4","1","4",18,61,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Business",237,"0","1","1","2","4","5","5","5","5","5","5","4","5","4",52,60,"satisfied"
"Male","Loyal Customer",30,"Business travel","Eco",762,"4","5","5","5","4","4","4","4","3","3","2","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",26,"Personal Travel","Eco",1197,"1","4","1","2","4","1","5","4","1","4","4","5","2","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Personal Travel","Business",1005,"1","5","1","3","1","1","1","1","5","5","5","4","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Business",2835,"1","1","1","1","2","3","3","5","5","5","5","3","5","2",0,0,"satisfied"
"Male","Loyal Customer",9,"Personal Travel","Eco",569,"3","4","3","5","3","3","3","3","5","5","4","3","5","3",3,0,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Eco",224,"0","0","0","4","4","0","4","4","4","4","5","5","5","4",0,1,"satisfied"
"Female","Loyal Customer",50,"Business travel","Business",2762,"3","3","3","3","5","5","5","2","4","3","3","5","2","5",0,0,"satisfied"
"Female","Loyal Customer",14,"Personal Travel","Eco",670,"2","4","2","4","4","2","4","4","5","3","5","3","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",10,"Personal Travel","Eco",529,"4","3","4","4","3","4","3","3","3","3","3","2","3","3",34,27,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",2431,"4","1","1","1","5","4","4","4","4","4","4","4","4","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",34,"Business travel","Business",883,"3","4","4","3","5","4","2","5","5","4","5","4","5","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Eco",333,"3","1","1","1","3","3","3","3","2","5","3","1","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Eco",227,"5","3","3","3","5","5","5","5","3","1","1","5","2","5",0,0,"satisfied"
"Female","disloyal Customer",35,"Business travel","Business",302,"4","4","4","3","5","4","5","5","3","4","5","5","5","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Eco",349,"3","3","3","3","3","3","3","3","3","1","3","1","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",675,"2","5","2","3","5","2","5","5","5","5","5","4","5","5",8,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Business",3132,"5","5","5","5","3","4","5","4","4","4","4","5","4","5",0,2,"satisfied"
"Male","disloyal Customer",37,"Business travel","Business",220,"1","1","1","3","4","1","5","4","2","4","3","3","4","4",45,43,"neutral or dissatisfied"
"Male","Loyal Customer",11,"Personal Travel","Eco",321,"2","3","5","4","2","5","2","2","3","2","4","3","3","2",33,13,"neutral or dissatisfied"
"Female","Loyal Customer",10,"Business travel","Business",2226,"3","1","5","1","3","3","3","3","2","5","4","4","3","3",0,3,"neutral or dissatisfied"
"Female","disloyal Customer",36,"Business travel","Business",507,"3","3","3","4","1","3","1","1","3","4","4","3","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Personal Travel","Eco",357,"4","5","4","1","1","4","1","1","3","5","5","4","1","1",40,38,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Business travel","Business",1670,"3","3","3","3","5","5","5","5","4","5","4","1","3","5",0,0,"satisfied"
"Female","Loyal Customer",41,"Business travel","Eco",589,"2","3","3","3","1","2","1","1","2","3","3","3","3","1",11,1,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Personal Travel","Eco",999,"4","5","4","2","4","4","4","4","5","5","3","2","1","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",8,"Personal Travel","Eco",1235,"2","5","1","3","1","1","1","1","4","3","4","5","4","1",3,0,"neutral or dissatisfied"
"Female","Loyal Customer",11,"Personal Travel","Eco",993,"3","5","3","2","3","3","3","3","5","2","4","5","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",8,"Personal Travel","Eco",139,"3","3","3","4","1","3","3","1","2","1","3","4","3","1",43,52,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",2454,"4","2","3","3","1","3","1","1","2","1","2","2","3","1",1,0,"satisfied"
"Male","Loyal Customer",46,"Business travel","Eco",253,"3","5","5","5","3","3","3","3","2","4","4","2","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Personal Travel","Eco",547,"3","2","3","4","1","4","4","3","3","3","3","2","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business travel","Business",3792,"4","4","4","4","4","5","5","4","4","5","4","3","4","5",34,18,"satisfied"
"Male","Loyal Customer",40,"Business travel","Business",3467,"1","1","1","1","5","4","5","5","5","5","5","4","5","5",29,30,"satisfied"
"Female","Loyal Customer",52,"Business travel","Business",2853,"5","5","2","5","3","5","4","3","3","3","3","5","3","3",0,0,"satisfied"
"Female","Loyal Customer",31,"Personal Travel","Eco",254,"5","3","5","1","1","5","1","1","4","1","3","4","3","1",0,0,"satisfied"
"Female","Loyal Customer",57,"Business travel","Eco",551,"5","1","1","1","1","3","5","5","5","5","5","1","5","5",0,0,"satisfied"
"Female","Loyal Customer",12,"Personal Travel","Eco",1008,"3","4","3","1","4","3","4","4","3","4","4","5","5","4",3,8,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Business",670,"4","4","4","4","4","4","5","3","3","4","3","4","3","4",27,17,"satisfied"
"Female","Loyal Customer",32,"Personal Travel","Eco",488,"4","1","4","2","5","4","5","5","1","4","1","3","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",67,"Business travel","Eco",280,"4","3","3","3","2","4","4","4","4","4","4","2","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Business travel","Business",309,"2","2","2","2","3","4","4","5","5","4","5","5","5","3",0,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Eco Plus",416,"5","1","1","1","3","2","4","5","5","5","5","1","5","1",0,3,"satisfied"
"Female","Loyal Customer",45,"Business travel","Business",3169,"4","4","3","4","2","5","5","4","4","4","4","5","4","3",0,0,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",528,"5","4","5","5","2","4","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Male","Loyal Customer",23,"Personal Travel","Eco",280,"1","4","1","4","4","1","4","4","1","2","4","1","3","4",39,30,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Business travel","Business",2730,"3","4","4","4","3","3","3","3","2","4","1","1","2","3",83,81,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Business",1460,"4","2","4","4","2","4","5","4","4","4","4","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",28,"Personal Travel","Eco",452,"2","5","2","2","2","2","2","2","4","5","4","3","5","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Business",3610,"4","4","4","4","3","5","4","3","3","3","3","3","3","5",0,1,"satisfied"
"Female","disloyal Customer",46,"Business travel","Business",1448,"1","1","1","4","1","1","1","1","3","2","4","3","4","1",1,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco Plus",1605,"3","4","2","3","5","2","5","5","5","2","5","5","4","5",48,69,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Business",2367,"1","3","1","1","4","3","5","2","2","2","2","5","2","4",8,0,"satisfied"
"Female","Loyal Customer",58,"Business travel","Business",587,"4","4","5","4","3","4","5","4","4","4","4","4","4","5",0,0,"satisfied"
"Female","Loyal Customer",32,"Business travel","Business",718,"3","4","3","4","3","3","3","3","3","5","2","3","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Business",3810,"3","3","3","3","3","5","4","5","5","5","5","4","5","4",17,8,"satisfied"
"Female","Loyal Customer",40,"Business travel","Eco Plus",585,"4","4","4","4","4","4","4","4","5","2","1","1","5","4",11,25,"satisfied"
"Male","Loyal Customer",28,"Business travel","Eco Plus",581,"1","2","2","2","1","1","1","1","2","5","3","2","4","1",0,7,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business travel","Eco Plus",403,"3","2","4","4","3","3","2","3","1","4","4","4","4","3",0,7,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Business",1605,"5","5","5","5","4","5","5","4","4","4","4","3","4","4",33,42,"satisfied"
"Female","Loyal Customer",39,"Personal Travel","Eco",1076,"1","1","1","3","3","1","4","3","1","3","3","4","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business travel","Eco Plus",224,"5","4","4","4","5","5","5","5","3","2","2","3","1","5",7,9,"satisfied"
"Male","disloyal Customer",22,"Business travel","Eco",190,"4","0","4","5","4","4","3","4","2","1","1","4","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Personal Travel","Eco",486,"3","1","3","3","5","3","5","5","1","3","2","4","2","5",83,75,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",1846,"2","2","2","2","2","4","5","4","4","4","4","4","4","3",80,73,"satisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco",399,"2","5","4","2","4","4","4","4","1","2","3","2","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Personal Travel","Eco",500,"3","3","1","3","5","1","5","5","2","5","4","2","4","5",44,31,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Business travel","Eco",1504,"4","2","2","2","4","4","3","4","4","2","5","4","1","4",2,14,"satisfied"
"Male","Loyal Customer",59,"Business travel","Business",3640,"3","3","3","3","2","3","2","3","3","3","3","2","3","1",0,19,"neutral or dissatisfied"
"Female","disloyal Customer",10,"Business travel","Eco",507,"2","3","2","3","4","2","4","4","3","2","3","2","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",19,"Business travel","Business",2392,"5","5","5","5","4","4","4","4","1","2","5","1","2","4",48,55,"satisfied"
"Female","Loyal Customer",30,"Business travel","Business",482,"1","1","1","1","5","5","5","5","3","3","4","4","5","5",0,0,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",147,"2","2","2","4","4","2","3","4","3","3","4","2","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",488,"3","2","3","3","5","3","5","5","1","1","4","3","4","5",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",52,"Business travel","Eco",694,"1","1","1","3","1","1","1","1","3","4","1","1","4","1",10,0,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business travel","Business",522,"3","1","1","1","3","3","3","3","3","5","3","2","3","3",7,36,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Business",181,"4","3","3","3","5","4","3","2","2","2","4","1","2","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Personal Travel","Eco Plus",231,"3","2","0","3","3","0","3","3","2","1","2","3","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",21,"Business travel","Eco",895,"4","1","1","1","4","4","5","4","2","3","3","1","3","4",20,26,"satisfied"
"Male","disloyal Customer",20,"Business travel","Eco",177,"2","5","2","2","3","2","3","3","2","1","4","5","1","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Business travel","Business",1871,"2","5","5","5","4","4","4","2","2","2","2","4","2","2",64,56,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Personal Travel","Eco",1167,"4","5","5","2","5","5","5","5","3","3","5","5","5","5",0,0,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",102,"4","5","4","2","2","4","2","2","4","1","2","1","1","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Personal Travel","Eco Plus",2399,"3","4","2","3","2","2","2","2","1","3","4","3","3","2",0,9,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Personal Travel","Eco",689,"1","4","1","2","1","1","1","1","5","5","4","5","4","1",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Eco",224,"5","4","4","4","5","5","4","5","5","5","5","2","5","1",0,0,"satisfied"
"Female","Loyal Customer",58,"Business travel","Business",1416,"3","3","3","3","4","4","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Female","Loyal Customer",54,"Personal Travel","Eco",404,"3","4","3","2","5","4","4","5","5","3","5","4","5","5",20,15,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Business travel","Business",1990,"3","3","3","3","4","4","4","4","5","3","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",60,"Business travel","Business",3752,"1","1","1","1","5","5","4","4","4","4","4","4","4","5",18,24,"satisfied"
"Female","Loyal Customer",56,"Business travel","Business",2531,"4","4","4","4","2","4","4","4","4","4","5","5","4","5",1,0,"satisfied"
"Male","Loyal Customer",48,"Personal Travel","Eco Plus",607,"3","5","3","1","1","3","1","1","3","2","4","3","5","1",9,0,"neutral or dissatisfied"
"Male","disloyal Customer",62,"Business travel","Business",588,"2","2","2","4","1","2","5","1","5","3","4","4","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Personal Travel","Eco",296,"1","4","1","3","5","5","4","5","5","1","3","5","5","4",89,79,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",2192,"1","1","1","1","4","5","5","2","2","2","2","4","2","5",3,3,"satisfied"
"Female","disloyal Customer",37,"Business travel","Eco",150,"3","1","3","3","4","3","4","4","1","3","3","1","4","4",4,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Personal Travel","Eco",166,"2","4","2","2","2","5","4","4","4","2","4","4","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",277,"1","3","1","2","2","1","2","2","2","4","5","5","5","2",1,4,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Eco",1504,"2","3","1","1","2","2","2","2","1","2","3","3","2","2",46,26,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Personal Travel","Eco",509,"4","4","4","4","3","4","1","3","3","2","5","3","4","3",0,0,"satisfied"
"Male","Loyal Customer",30,"Business travel","Business",3875,"5","2","5","5","5","5","5","5","5","4","4","4","4","5",0,0,"satisfied"
"Male","Loyal Customer",50,"Personal Travel","Eco Plus",551,"1","3","1","3","1","1","1","1","2","1","2","4","4","1",60,48,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",763,"4","4","4","4","4","4","5","4","4","4","4","3","4","3",3,0,"satisfied"
"Female","Loyal Customer",34,"Business travel","Business",2935,"3","1","1","1","4","4","4","3","3","3","3","2","3","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",33,"Business travel","Business",425,"3","3","3","5","3","3","3","3","5","5","5","4","4","3",10,2,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Personal Travel","Eco Plus",303,"1","4","1","2","4","1","5","4","3","3","4","3","4","4",45,46,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business travel","Business",1538,"3","3","3","3","5","4","5","3","3","3","3","4","3","3",7,0,"satisfied"
"Male","Loyal Customer",40,"Business travel","Business",157,"0","4","0","4","3","4","5","3","3","3","3","3","3","5",95,122,"satisfied"
"Male","Loyal Customer",23,"Personal Travel","Eco",296,"2","5","2","4","1","2","1","1","3","3","5","3","5","1",18,5,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Personal Travel","Eco",946,"4","3","4","4","2","4","2","2","4","1","3","3","3","2",0,0,"neutral or dissatisfied"
